ds,yhat,yhat_lower,yhat_upper
2017-02-15,99.62558873960853,59.747688764416665,140.83673209096014
2017-02-16,97.52891046190429,53.6905739093548,137.09812038441098
2017-02-17,93.44762170478201,53.42311904292086,136.58395215918787
2017-02-18,90.94728566228474,50.0846517411355,132.6132822407382
2017-02-19,87.9530279947485,46.02206478716598,129.4592918360372
2017-02-20,88.67354814199086,47.970565604493046,129.563974675768
2017-02-21,90.76347047665342,51.29625204806922,133.35458622106856
2017-02-22,85.02363965170672,45.102860800856874,124.4713645102392
2017-02-23,83.51809444946326,41.12893298014648,122.93494370881392
2017-02-24,80.2782690235463,40.318604120181924,122.86619018058116
2017-02-25,78.85418829847127,38.95652434077232,123.55789497279014
2017-02-26,77.1493860112625,37.088195856470755,118.77473678675254
2017-02-27,79.3454506919476,38.21333329988381,118.14538968993146
2017-02-28,83.06505374076878,43.0160126702409,125.13876188239794
2017-03-01,79.07304608844598,37.89443300375249,122.00473321796294
2017-03-02,79.39433667708322,37.776060431826316,119.6379466362365
2017-03-03,78.01907794764645,38.21028649538075,120.19320956349235
2017-03-04,78.45489939275275,38.198112025709925,120.72273980021113
2017-03-05,78.56289063797371,36.066707854972975,119.49672367641072
2017-03-06,82.48321173001928,40.54391668159243,124.59927863245872
2017-03-07,87.79915730378411,45.64224743298934,126.8368316759938
2017-03-08,85.23923448546043,44.12809002597678,129.01071535151064
2017-03-09,86.79594269348647,46.828990217373345,126.3444764946678
2017-03-10,86.43175765360826,47.97332681198317,128.75488926657533
2017-03-11,87.6320406135169,47.89625014358606,131.0428373885315
2017-03-12,88.24155745602258,45.65987584121537,128.59947861133207
2017-03-13,92.39047235579794,48.008271859299455,133.81691069369467
2017-03-14,97.65863366971303,56.3858219732785,136.55200306490488
2017-03-15,94.77770719719764,55.09342907738353,132.66832104035333
2017-03-16,95.74984460963543,51.29798297496254,135.11270558769579
2017-03-17,94.55339333860466,55.35669478296485,135.84333483436455
2017-03-18,94.69537708361092,51.12298537368662,136.0077115599288
2017-03-19,94.0474437675826,54.24951798800045,135.3363361248598
2017-03-20,96.77116131958701,56.08486920634353,136.57547764940767
2017-03-21,100.48149787092541,57.70628234790835,143.1510140954049
2017-03-22,95.94806303555697,55.43813687355328,135.78017287165022
2017-03-23,95.21282165696206,54.84968820781571,139.3324554316687
2017-03-24,92.294811304843,51.577173113076036,131.58974555135546
2017-03-25,90.74161841435827,49.61322361420698,133.6327281588673
2017-03-26,88.46433568322398,44.74077376920022,131.2220362177568
2017-03-27,89.66190626815978,47.90619904059827,131.80966609184557
2017-03-28,91.98371524732934,49.452892261249644,134.2934345902699
2017-03-29,86.23002700329361,43.54395727883048,127.31264004523133
2017-03-30,84.46899943593141,41.876571251796776,126.76479263595992
2017-03-31,80.74082287237482,39.28451122532375,119.18369703229264
2017-04-01,78.60875180273938,38.32907417674865,117.9835303277449
2017-04-02,75.99376163562117,36.254309627143314,117.64239669842013
2017-04-03,77.09874172689337,37.06907930892767,117.78602808183466
2017-04-04,79.57108689139753,36.07799348971625,119.88103155948306
2017-04-05,74.20328382985505,35.82378045894166,114.8182221467675
2017-04-06,73.05021730407256,31.961545067336864,115.03390809770978
2017-04-07,70.13373420863822,31.265681520330396,110.58374746412778
2017-04-08,68.99422061509335,29.032307125355526,112.60912007389739
2017-04-09,67.5259079873948,26.54659991394047,111.3427183475384
2017-04-10,69.90180135270717,29.643393138631918,113.65999483225703
2017-04-11,73.73707121924383,31.78535608018878,119.0988861512626
2017-04-12,69.79048388012357,26.868940222521974,107.43324715965554
2017-04-13,70.08257236826567,29.943280336202303,111.22060254314265
2017-04-14,68.60106348169283,27.44499276793944,111.37292984927448
2017-04-15,68.85329367386421,26.911162858346458,110.29419745404319
2017-04-16,68.70230876271573,30.483447423067158,109.59314213798132
2017-04-17,72.29252058334056,30.142184111036535,113.77806728862429
2017-04-18,77.21374480362829,34.54770776341498,118.53218222190954
2017-04-19,74.2031794898877,32.34693681032192,116.01939555305897
2017-04-20,75.26401451730787,36.185954241858724,118.76703946831346
2017-04-21,74.37117823007335,35.9167600633408,117.05447949850787
2017-04-22,75.02394847389276,33.46003127973365,115.02219820564558
2017-04-23,75.0821207147842,34.522500266637756,117.20528575347839
2017-04-24,78.6916075581288,38.545815529590755,120.5049552479987
2017-04-25,83.44829840699158,40.65201520190171,123.61210150323848
2017-04-26,80.09974650956187,37.549481997845305,120.67457212624325
2017-04-27,80.66338402661111,40.63044978697439,126.13404970462582
2017-04-28,79.13178458852427,38.72579758302909,120.32941307942714
2017-04-29,79.02471565041316,37.52448744196377,119.97119683342706
2017-04-30,78.22469020744794,36.8112778784861,120.07392920384166
2017-05-01,80.90191019927886,40.05447894078093,123.92363370153333
2017-05-02,84.67744900474202,43.16304368284484,126.13569233274795
2017-05-03,80.32425905988,35.05799008700961,123.11795549545982
2017-05-04,79.88472361307718,37.27022905938904,121.13393523383249
2017-05-05,77.37528957165473,36.257752997615896,119.12493185101312
2017-05-06,76.33793986992629,36.49105118745192,113.57488359787145
2017-05-07,74.67522926250722,33.85378384129501,116.01070328314367
2017-05-08,76.57478807466468,34.45969479918476,117.41213771156902
2017-05-09,79.67215108324731,38.57168000496613,121.31823180996986
2017-05-10,74.75150468552509,31.8455859871557,112.40780160001276
2017-05-11,73.86307570741526,31.119398828828736,117.79796911562534
2017-05-12,71.02770029955212,30.91365938265117,109.35087642721085
2017-05-13,69.78833002590513,30.842420348886,113.26653612294774
2017-05-14,68.04519500832298,26.61843277381376,107.95100796882905
2017-05-15,69.98052208179192,26.122479082859034,110.3442864105756
2017-05-16,73.22165626733506,32.91960310043794,118.2524884263126
2017-05-17,68.5421678718747,25.605204583062,109.50713130324647
2017-05-18,67.97965609355606,23.255475875805384,109.31246369679607
2017-05-19,65.54077388026634,24.4267784476853,106.8536700981256
2017-05-20,64.7532166405843,23.562494415156948,108.12865602568937
2017-05-21,63.501379797913216,22.70729575188274,106.6660522779785
2017-05-22,65.95156834148395,25.562621428624947,107.0074916937554
2017-05-23,69.71559237916514,27.410251872125258,110.05328291496787
2017-05-24,65.55231760184111,24.71527985265341,108.73276907720735
2017-05-25,65.48586941029369,28.084543117512432,108.11998052619877
2017-05-26,63.511004920565284,23.129169423946383,105.1981585523337
2017-05-27,63.14538678177315,17.682993144088393,102.8448864031804
2017-05-28,62.265457209202786,21.530777119747533,104.47658540504015
2017-05-29,65.03179102030414,23.25537728046016,107.9641245497028
2017-05-30,69.05275961207312,28.933423227499112,109.5632466268878
2017-05-31,65.08607502970062,25.73671085061319,104.20166862710147
2017-06-01,65.1569153640993,20.635315821065074,105.69458773059569
2017-06-02,63.263150302170914,19.36349917771006,105.37635305983801
2017-06-03,62.92740730671768,21.534920749353052,103.3790647312594
2017-06-04,62.03268506835461,21.221159429203308,101.97098029061345
2017-06-05,64.74740266832545,25.75212318275563,108.0967273419488
2017-06-06,68.68872713269434,29.12986866929441,112.44148960931322
2017-06-07,64.62376001407799,23.347412531497096,105.25813932459072
2017-06-08,64.58729610709155,24.19036518985907,104.35097686347908
2017-06-09,62.58668500528242,20.590169676115075,103.3766285645636
2017-06-10,62.15354751701807,21.630395813472138,101.67410633678024
2017-06-11,61.17906443682509,21.4992352430042,101.09278436166093
2017-06-12,63.83873596414942,18.538342580928603,104.08400776459182
2017-06-13,67.7554630225442,30.24036038200301,108.14030796104365
2017-06-14,63.700538172650354,24.013639881982588,104.53837100317871
2017-06-15,63.711264580894685,22.83176168883067,105.94747059665714
2017-06-16,61.795737275716036,20.367155090004992,100.79810317330907
2017-06-17,61.48454032780229,19.4403295515243,107.12763387045857
2017-06-18,60.66607714997962,18.708584386473103,101.40876726863571
2017-06-19,63.51143003170688,22.360906218687518,102.80895500255586
2017-06-20,67.63759620718538,25.417953761294008,105.23408526728932
2017-06-21,63.808682570760745,22.370725875599977,104.12855097747422
2017-06-22,64.05377049249644,24.13909172727901,104.16005123048822
2017-06-23,62.37197676578516,17.931545568490073,105.70090328957693
2017-06-24,62.28445519946891,21.178675584635798,103.8818823052147
2017-06-25,61.6700462951174,19.591372626557632,100.82857852904544
2017-06-26,64.69046104315906,24.023372626276238,103.9336920289008
2017-06-27,68.95383603998744,27.796031952267604,112.78903534843103
2017-06-28,65.21623223144549,24.574371695612726,105.89988425854092
2017-06-29,65.49977950822185,23.44513022594683,104.91524668862424
2017-06-30,63.79798480557719,21.833924063112338,106.16577470936141
2017-07-01,63.62794092769989,21.096199057664347,107.26999808846864
2017-07-02,62.866137532912035,23.150456798813938,103.90334605718667
2017-07-03,65.67375575603249,23.435086843207955,106.33506075071058
2017-07-04,69.66028067230785,27.322017110949837,109.41288679129377
2017-07-05,65.58500253378224,23.55652425314073,109.61260553179001
2017-07-06,65.47510926646703,21.430388395565338,106.49515075121145
2017-07-07,63.33088974488778,22.05704357586384,108.84336159482321
2017-07-08,62.677788447613295,23.328900963729225,104.8471544545519
2017-07-09,61.40201770482844,17.716909287027622,102.88648637466844
2017-07-10,63.675615015265876,21.377946500719688,103.66348547110393
2017-07-11,67.11978666386506,20.573152413854782,109.31893339856192
2017-07-12,62.50611639843305,22.41362876385829,101.97335206140542
2017-07-13,61.8743500352739,21.53582446443127,101.85395940189657
2017-07-14,59.237284189676046,19.25378791790837,100.87321310960498
2017-07-15,58.13250845114806,15.480850895267853,97.08240434909023
2017-07-16,56.45771571209086,18.75707488232941,100.5337772433038
2017-07-17,58.39547616257978,18.145370409703578,100.74638318317092
2017-07-18,61.57632353205098,19.034022736386667,102.49380518194022
2017-07-19,56.779738800796224,14.305333540030926,97.6951045226539
2017-07-20,56.05174766531569,17.204751994911472,97.27011535965578
2017-07-21,53.40966418511069,11.439634083921597,93.99831625966537
2017-07-22,52.39373288862244,10.40879320707222,92.23375334945932
2017-07-23,50.902385679726265,9.465281073158973,90.5406629329306
2017-07-24,53.117009355151815,9.337973638793583,95.03643876061759
2017-07-25,56.66507130743739,11.55899777027925,98.13125537003607
2017-07-26,52.32118639609671,11.863380012605951,89.67595611896895
2017-07-27,52.124837901599065,12.018242577443084,93.83144125272962
2017-07-28,50.08528062800641,8.381741277964831,93.30028821335056
2017-07-29,49.73337324012559,8.751848403886981,89.37342580827622
2017-07-30,48.9570503377582,9.371903107461817,91.59684187542535
2017-07-31,51.92632378846308,8.264736711768267,91.34721694431721
2017-08-01,56.25665435805148,13.63247137764154,97.55153765806917
2017-08-02,52.710270044381865,10.587316397273286,97.54594433932925
2017-08-03,53.314137608587245,11.979607309717723,95.18667636374556
2017-08-04,52.065109291240844,11.750768735232946,92.87327300771864
2017-08-05,52.48198623158238,10.591985726815086,93.18047165139484
2017-08-06,52.44120417940489,14.380684340724578,95.09901970963412
2017-08-07,56.10202688052405,15.141528497511134,98.62826666849426
2017-08-08,61.07008489475047,20.692169943304943,102.77892813166125
2017-08-09,58.09883388639282,16.85658991213831,99.93526991016982
2017-08-10,59.207637453072785,15.967690538353086,98.24048845054885
2017-08-11,58.38699597860116,13.25605199585307,98.85758524993115
2017-08-12,59.15066341043871,17.8763184081497,100.48305686593233
2017-08-13,59.3713587472556,18.85323459776982,100.80966724602146
2017-08-14,63.20595953071481,22.915541073573944,104.24113070072471
2017-08-15,68.25901761293244,24.972354829825534,109.17097967952252
2017-08-16,65.28417421782629,20.560000306867,103.7161030316676
2017-08-17,66.30218266155852,26.05624294445171,107.20887122525859
2017-08-18,65.30606368754479,23.75633536479197,104.1891078443895
2017-08-19,65.81313880823197,24.936232623302676,106.90302976472057
2017-08-20,65.70065180860229,22.841336277443823,108.73238020914846
2017-08-21,69.13086882154494,27.101551423327148,109.8363780812775
2017-08-22,73.71449999322721,31.032914023774822,114.41907188448097
2017-08-23,70.21202203981763,25.208197257261816,110.9664150018236
2017-08-24,70.651611808346,29.047627654195523,111.53277141715782
2017-08-25,69.03421696548516,26.161968178471444,113.13911297868282
2017-08-26,68.88550977772732,26.29554859719457,107.82934259823654
2017-08-27,68.09143412338724,30.2034616582529,110.73673536008437
2017-08-28,70.82323558438489,30.861981652303708,111.86346771173734
2017-08-29,74.70081659028527,33.310287839559,116.85355205454294
2017-08-30,70.49399447316367,26.748213366894415,112.61352454650923
2017-08-31,70.24037081184161,28.951604594009964,110.34213071346998
2017-09-01,67.95033628487974,29.287800360607775,108.2722100451925
2017-09-02,67.15895505078912,26.100474339014465,110.95243832302319
2017-09-03,65.76143694573969,25.765107722330093,106.37059143490788
2017-09-04,67.9380857249165,29.119253133928517,110.3625104432732
2017-09-05,71.31756405302667,30.657909918132944,114.00861281966637
2017-09-06,66.67805230500454,26.828204260581124,105.6845137038822
2017-09-07,66.06500932447788,24.458715885648942,107.25031394328111
2017-09-08,63.496059769747106,22.70067102127664,103.08195901034665
2017-09-09,62.512753166653255,22.874911256773313,104.83236770201327
2017-09-10,61.01590477144962,20.82684453356471,100.99191457316677
2017-09-11,63.19040898376991,21.447745152999033,105.94877951131978
2017-09-12,66.66836919048322,28.793526689660233,110.96587623133803
2017-09-13,62.230124865076576,21.397327481477006,102.9041358482078
2017-09-14,61.92188832187455,15.988837661262716,103.81202570142572
2017-09-15,59.76052036600551,17.69078954622414,99.42730668674986
2017-09-16,59.28519477887296,18.271802902564975,97.43233758785283
2017-09-17,58.39266660224201,17.48608980628151,100.44722529312082
2017-09-18,61.26203967918469,19.313612109413942,103.69373168022356
2017-09-19,65.51788171932103,20.109811025767776,108.00074809175521
2017-09-20,61.93127158082136,20.246735576714705,103.49755567987592
2017-09-21,62.53749433358553,19.670717572223094,105.2972033970759
2017-09-22,61.340915639623475,24.192125575641164,102.41842168617308
2017-09-23,61.866786665837424,22.129361628070725,105.51597695480677
2017-09-24,61.996694626054826,18.610534009008795,103.57888922372516
2017-09-25,65.89355331120518,27.035225799804504,109.65605960651146
2017-09-26,71.16497948836974,28.206024031735627,107.59305407566674
2017-09-27,68.56463617114512,26.458641429291536,110.75401989197302
2017-09-28,70.11025336000053,29.588514529183215,113.16726513375338
2017-09-29,69.78885161644271,23.66155672232953,110.84926139808198
2017-09-30,71.10891242005931,30.732147842092036,112.11396372388086
2017-10-01,71.93620219851454,27.585780471816612,110.77221877850556
2017-10-02,76.41913543281868,34.598373623096165,118.18758792102875
2017-10-03,82.15251323597444,42.32140120600194,124.9640662971316
2017-10-04,79.87920865046863,36.57399413081792,122.43470942070894
2017-10-05,81.60849950382085,41.89145640123661,121.69195211779925
2017-10-06,81.32156470881542,36.029792173594394,120.65895376048482
2017-10-07,82.52387905249104,38.67206127005408,126.5266390536784
2017-10-08,83.08120531588325,39.621315611789306,123.95278578870543
2017-10-09,87.1450622084111,43.90353117314746,131.33226898213076
2017-10-10,92.31649897569788,49.62108495017468,134.38675861071525
2017-10-11,89.34774398675648,50.29202053678125,132.6155340129347
2017-10-12,90.26042598062115,50.980295242825,130.60812382296479
2017-10-13,89.05088361763207,45.77321438948451,129.97250571509264
2017-10-14,89.24230014132219,46.94343970802362,131.43896415315572
2017-10-15,88.72036578904694,48.66210768679209,128.8624116462665
2017-10-16,91.65835223853271,55.85109717311404,132.37857260198663
2017-10-17,95.68043767448779,54.98121120170316,136.05699969992048
2017-10-18,91.56285928325333,50.549555291231634,132.566867121785
2017-10-19,91.35160293554081,46.381372973505634,132.72459816276125
2017-10-20,89.0671581077278,45.64311068999076,131.44069717484598
2017-10-21,88.25608828033151,51.603683304325834,129.96704066771085
2017-10-22,86.82613357537699,48.34441692572571,128.5062202551611
2017-10-23,88.97074436722534,48.025622390244756,132.38369138864817
2017-10-24,92.33189883472153,49.14198480032373,132.24638394930196
2017-10-25,87.70079518614708,44.312245229116144,126.87224673142663
2017-10-26,87.13514138351226,48.946192843578196,127.94408115252948
2017-10-27,84.66358224412252,42.79356214411099,125.96841007433181
2017-10-28,83.83702438671355,42.56097700913863,125.15968282272016
2017-10-29,82.5635840901281,39.133031051459064,122.67235826580011
2017-10-30,85.03306290390736,42.81132033648189,123.38600992207039
2017-10-31,88.87980765758859,45.62220614418473,128.70677152931026
2017-11-01,84.88354668976567,44.32823561834732,125.94819871210032
2017-11-02,85.08692353057134,45.64615230356586,126.72448732439759
2017-11-03,83.5002636157154,43.58906069902135,123.89635737392733
2017-11-04,83.65332754746176,42.24011158850302,123.86556609336677
2017-11-05,83.43076649225581,42.473025328013584,122.80143273300584
2017-11-06,86.99717275096306,47.61130026780423,127.2774643472302
2017-11-07,91.96056828948932,45.41208789134005,132.3563676006117
2017-11-08,89.07390746867499,49.70126954813607,133.2086061753435
2017-11-09,90.35329828900024,49.24475393547788,132.7689005688321
2017-11-10,89.78345990747326,47.13242884821906,135.0706305050294
2017-11-11,90.87015168495253,43.68386726634196,133.06304939455129
2017-11-12,91.47627114853843,51.448292446863384,135.22733127239223
2017-11-13,95.74749624947462,52.25071821271543,134.00876562392796
2017-11-14,101.2762980891273,59.59177937941837,144.65742558381987
2017-11-15,98.80388525005304,59.38516432755816,140.7053397844444
2017-11-16,100.33877089880745,58.67885968884298,142.84711617458294
2017-11-17,99.86246961635356,59.123966699156085,141.40396084160756
2017-11-18,100.88205109671021,61.98505337060342,140.52060184387307
2017-11-19,101.26624293493688,56.93336641489934,141.38792746273802
2017-11-20,105.17095586686544,63.1403803324814,145.332166243289
2017-11-21,110.20305887186655,68.02663906432359,154.0770096384041
2017-11-22,107.12196979159779,65.69355047680867,150.92305169349493
2017-11-23,107.95776035884731,66.38174229698747,150.53171928917487
2017-11-24,106.71629337266485,65.89215560750822,148.18167638877267
2017-11-25,106.9311327520779,66.03708967611304,148.04659269652137
2017-11-26,106.49893476706072,61.9127485729561,145.07061176446115
2017-11-27,109.60421197630392,65.40260027737749,147.21924803133433
2017-11-28,113.88231707749189,70.49478979286671,154.82803757825573
2017-11-29,110.12023323367774,67.9717259142988,148.79763438340854
2017-11-30,110.37389124405146,70.05262706328118,148.46791567837977
2017-12-01,108.67255275974094,64.90827745076992,151.15578523672943
2017-12-02,108.57002114810912,67.09295228400332,149.6133258721357
2017-12-03,107.97940800711463,65.31040070540678,150.43153353372944
2017-12-04,111.09736484254594,70.72995456877439,151.12028275591425
2017-12-05,115.5666428653546,77.46053352844643,159.64481259744838
2017-12-06,112.1765805342262,69.69928955591877,155.45762697111664
2017-12-07,112.98024919127644,71.92463264307435,155.62736490856582
2017-12-08,111.99880257818103,69.2394652804264,152.47310962104112
2017-12-09,112.77279480391813,70.18260097939756,154.35215466326864
2017-12-10,113.19719398787288,72.07061182212988,156.49655644605244
2017-12-11,117.4459965380041,74.9126251559065,157.96137857125035
2017-12-12,123.13529676851513,82.17716955518496,163.04301392903068
2017-12-13,121.02439970399858,80.94416467202196,162.20097983017365
2017-12-14,123.13369238946942,80.61576834409776,160.0423207402714
2017-12-15,123.44980157875136,83.22490653432628,168.5503288091074
2017-12-16,125.47778201992622,85.16794365324567,168.13623517590446
2017-12-17,127.07704029013235,84.6188430945903,168.85409682160437
2017-12-18,132.38687552627295,91.75614157783761,174.12287034747558
2017-12-19,138.99046742065698,98.0195788818409,180.54041008243865
2017-12-20,137.61687491764417,98.07027476299722,178.26482812238243
2017-12-21,140.25973709870516,99.21456167864308,183.1195492619821
2017-12-22,140.88318152181887,96.5364689970544,179.82516444317798
2017-12-23,142.97466347304254,104.90375946463315,185.58684510982783
2017-12-24,144.3814227422895,102.89736324233999,185.67562291230493
2017-12-25,149.23642386812264,106.7611580191707,190.7812028433521
2017-12-26,155.1225981981347,111.99378033642475,197.53159321399616
2017-12-27,152.7749429134756,114.57361680592366,194.79207521874315
2017-12-28,154.19916420975582,113.97784526133036,193.6868633136983
2017-12-29,153.3773697494859,111.94614918340307,196.2344998810029
2017-12-30,153.82053787938307,112.61634013806975,196.9466949346813
2017-12-31,153.40445837591022,110.90517196966061,190.0017362414633
